Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Hyundai,Elantra,2016,Saudi,Other,Full,2.0,Gas,Automatic,4000,Riyadh,48000.0,False
Toyota,Land Cruiser,2013,Saudi,White,Full,4.6,Gas,Automatic,275000,Riyadh,125000.0,False
Toyota,Camry,2020,Saudi,Silver,Standard,2.5,Gas,Automatic,25000,Jeddah,95000.0,False
Ford,F150,2013,Saudi,White,Standard,5.0,Gas,Automatic,222000,Dammam,38000.0,False
Ford,F150,2018,Gulf Arabic,Brown,Full,5.0,Gas,Automatic,59790,Qassim,135000.0,False
Toyota,Camry,2017,Saudi,Silver,Full,2.5,Gas,Automatic,253641,Qassim,62000.0,False
Chrysler,C300,2015,Other,White,Semi Full,3.6,Gas,Automatic,109000,Al-Ahsa,70000.0,False
Nissan,Altima,2018,Saudi,Red,Semi Full,2.5,Gas,Automatic,69800,Riyadh,66000.0,True
Hyundai,Sonata,2019,Saudi,Grey,Semi Full,2.4,Gas,Automatic,100000,Riyadh,50000.0,False
Chevrolet,Tahoe,2019,Saudi,Black,Semi Full,5.3,Gas,Automatic,10000,Riyadh,140000.0,False
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.6,Gas,Automatic,6000,Dammam,267000.0,False
Mitsubishi,Attrage,2020,Saudi,Silver,Standard,1.2,Gas,Automatic,15000,Riyadh,25000.0,False
Toyota,Rav4,2018,Saudi,Black,Full,1.8,Gas,Automatic,63000,Makkah,90000.0,False
Hyundai,Sonata,2016,Saudi,White,Standard,2.4,Gas,Automatic,159000,Riyadh,38000.0,False
Volkswagen,Touareg,2012,Saudi,Other,Semi Full,4.0,Gas,Automatic,243000,Riyadh,50000.0,False
Kia,Optima,2015,Saudi,White,Standard,2.4,Gas,Manual,104000,Riyadh,25000.0,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,75392,Riyadh,52500.0,False
Hyundai,Elantra,2019,Saudi,White,Standard,2.0,Gas,Automatic,18197,Riyadh,53000.0,False
Hyundai,Elantra,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,22999,Riyadh,53000.0,False
Mazda,6,2015,Gulf Arabic,Blue,Standard,2.0,Gas,Automatic,82914,Riyadh,53000.0,False
Toyota,Camry,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,190000,Riyadh,54000.0,False
BMW,The 5,2014,Saudi,Black,Standard,2.0,Gas,Automatic,150000,Khobar,57000.0,False
Chevrolet,Impala,2016,Saudi,Silver,Standard,3.6,Gas,Automatic,118000,Riyadh,48000.0,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,137175,Riyadh,32000.0,False
Mazda,CX9,2020,Saudi,Navy,Full,2.5,Gas,Automatic,22000,Qassim,143000.0,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,168000,Jeddah,29000.0,False
BMW,The 7,2016,Saudi,Bronze,Full,2.0,Gas,Automatic,134000,Dammam,150000.0,False
Nissan,Bus Urvan,2016,Saudi,White,Standard,2.5,Gas,Automatic,89000,Dammam,57000.0,False
Mercedes,E,2017,Other,White,Full,2.0,Gas,Automatic,65000,Dammam,163000.0,False
Hyundai,Elantra,2014,Saudi,Black,Full,2.0,Gas,Automatic,288051,Riyadh,28000.0,False
Mercedes,C,2019,Gulf Arabic,Black,Full,2.0,Gas,Automatic,14000,Dammam,195000.0,False
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,98000,Al-Medina,27500.0,False
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,69000,Riyadh,35000.0,False
Toyota,Hilux,2014,Saudi,White,Full,2.7,Gas,Manual,221000,Riyadh,70000.0,False
Mitsubishi,Pajero,2018,Saudi,White,Full,3.8,Gas,Automatic,60000,Jeddah,85000.0,False
Land Rover,Range Rover,2016,Saudi,White,Full,3.0,Gas,Automatic,100000,Dammam,135000.0,False
Ford,F150,2020,Gulf Arabic,Grey,Full,5.0,Gas,Automatic,2061,Qassim,155000.0,False
Isuzu,D-MAX,2014,Saudi,White,Standard,2.5,Diesel,Manual,125000,Jubail,45000.0,False
Land Rover,Range Rover,2016,Other,Black,Full,4.3,Gas,Automatic,87000,Al-Ahsa,167000.0,False
Cadillac,CT5,2021,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,100,Jeddah,179000.0,False
Ford,Taurus,2015,Saudi,White,Full,3.5,Gas,Automatic,214,Aseer,69000.0,True
Hyundai,Sonata,2017,Saudi,Silver,Standard,2.4,Gas,Automatic,61184,Riyadh,54000.0,False
Toyota,Camry,2016,Saudi,Silver,Standard,2.5,Gas,Automatic,183541,Riyadh,53000.0,False
Chevrolet,Impala,2017,Saudi,Navy,Semi Full,3.6,Gas,Automatic,122102,Riyadh,53500.0,False
Toyota,Camry,2016,Saudi,Brown,Standard,2.5,Gas,Automatic,136111,Riyadh,53500.0,False
Toyota,Innova,2018,Saudi,Grey,Semi Full,2.0,Gas,Automatic,99000,Jeddah,64000.0,False
Kia,Cerato,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,161000,Riyadh,33000.0,False
Hyundai,Elantra,2015,Saudi,Blue,Standard,1.6,Gas,Automatic,227000,Taef,28000.0,False
Kia,K5,2021,Saudi,Silver,Standard,2.0,Gas,Automatic,61804,Jubail,76610.0,False
Honda,HRV,2021,Saudi,Black,Standard,1.8,Gas,Automatic,6000,Riyadh,60000.0,False
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,155000,Riyadh,61000.0,False
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,175000,Riyadh,63000.0,False
Ford,Fusion,2014,Saudi,Grey,Semi Full,2.5,Gas,Automatic,200000,Riyadh,32500.0,True
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,111000,Riyadh,63000.0,False
Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,70900,Dammam,40000.0,False
Hyundai,Accent,2018,Saudi,White,Standard,1.5,Gas,Automatic,90400,Dammam,32000.0,False
Hyundai,Senta fe,2018,Saudi,White,Semi Full,3.3,Gas,Automatic,84000,Dammam,75000.0,False
Hyundai,Accent,2019,Saudi,Brown,Standard,1.4,Gas,Automatic,56400,Dammam,38000.0,False
Toyota,Land Cruiser,2017,Saudi,White,Full,4.0,Gas,Automatic,78000,Dammam,182000.0,False
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,70000,Dammam,77000.0,False
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,210800,Dammam,62000.0,False
Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,150000,Dammam,70000.0,False
Renault,Duster,2017,Saudi,Silver,Standard,2.0,Gas,Automatic,124000,Dammam,27000.0,False
Ford,Fusion,2016,Saudi,Other,Standard,2.5,Gas,Automatic,107590,Riyadh,54500.0,False
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,190144,Riyadh,54000.0,False
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,161796,Riyadh,54500.0,False
Hyundai,Creta,2020,Saudi,White,Standard,1.6,Gas,Automatic,65357,Riyadh,55000.0,False
GMC,Sierra,2015,Saudi,Other,Standard,5.3,Gas,Automatic,259000,Dammam,75000.0,False
Toyota,Corolla,2013,Saudi,White,Standard,1.6,Gas,Automatic,290000,Dammam,30000.0,False
Mercedes,CLA,2020,Other,White,Standard,2.0,Gas,Automatic,14000,Riyadh,217000.0,False
Mazda,3,2016,Saudi,Silver,Semi Full,2.0,Gas,Automatic,104800,Riyadh,39000.0,False
Audi,Q5,2018,Saudi,Grey,Full,2.0,Gas,Automatic,60000,Dammam,155000.0,False
Renault,Fluence,2016,Saudi,Silver,Semi Full,1.8,Gas,Automatic,67000,Riyadh,22000.0,False
Toyota,Land Cruiser,2014,Saudi,White,Full,4.6,Gas,Automatic,158000,Riyadh,136500.0,True
Lexus,LX,2013,Other,White,Full,5.7,Gas,Automatic,98000,Dammam,200000.0,False
Changan,CS75,2020,Saudi,Red,Standard,1.6,Gas,Automatic,8000,Jeddah,62000.0,False
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,5.7,Gas,Automatic,101000,Dammam,220000.0,False
Honda,Accord,2018,Gulf Arabic,Grey,Full,1.5,Gas,Automatic,40804,Qassim,95000.0,False
Lexus,ES,2020,Saudi,Other,Standard,2.5,Gas,Automatic,10000,Makkah,210000.0,True
Lexus,ES,2016,Other,Bronze,Full,3.5,Gas,Automatic,48000,Jeddah,110000.0,True
Chevrolet,Silverado,2018,Saudi,Silver,Semi Full,5.3,Gas,Automatic,112000,Jubail,77000.0,False
BMW,The 7,2021,Saudi,White,Full,2.0,Gas,Automatic,2000,Makkah,450000.0,False
Hyundai,Kona,2020,Saudi,White,Standard,2.0,Gas,Automatic,10000,Riyadh,67000.0,True
Ford,Explorer,2017,Other,Black,Standard,1.4,Gas,Automatic,187000,Al-Ahsa,73500.0,False
Isuzu,D-MAX,2020,Saudi,White,Full,2.4,Diesel,Automatic,18000,Al-Medina,122750.0,True
Cadillac,CT4,2020,Gulf Arabic,White,Semi Full,3.7,Gas,Automatic,100,Jeddah,159000.0,False
Renault,Fluence,2014,Saudi,Silver,Semi Full,1.6,Gas,Automatic,135000,Riyadh,18000.0,False
Jeep,Grand Cherokee,2014,Gulf Arabic,Grey,Full,5.7,Gas,Automatic,76300,Riyadh,85000.0,False
Ford,Taurus,2015,Other,White,Full,3.1,Gas,Automatic,96000,Dammam,81000.0,False
Ford,Taurus,2017,Saudi,Grey,Standard,3.5,Gas,Automatic,123000,Dammam,69000.0,False
Mazda,6,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,48004,Riyadh,55000.0,False
Kia,Sorento,2015,Saudi,Brown,Standard,3.3,Gas,Automatic,94283,Riyadh,55500.0,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,67610,Riyadh,55500.0,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,64788,Riyadh,55500.0,False
Ford,Flex,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,180000,Dammam,47000.0,False
Ford,Taurus,2015,Other,Red,Full,3.5,Gas,Automatic,122000,Dammam,69000.0,False
Honda,Odyssey,2016,Saudi,Black,Semi Full,3.5,Gas,Automatic,71000,Dammam,63000.0,False
Ford,Taurus,2016,Other,White,Full,3.5,Gas,Automatic,72000,Dammam,75000.0,False
Ford,Taurus,2016,Other,Other,Full,3.5,Gas,Automatic,123000,Dammam,77000.0,False
Ford,Mustang,2016,Gulf Arabic,Silver,Full,3.7,Gas,Automatic,240000,Dammam,89000.0,False
Chevrolet,Traverse,2016,Other,White,Full,3.4,Gas,Automatic,154000,Dammam,79000.0,False
Mazda,CX9,2017,Other,Grey,Full,3.0,Gas,Automatic,93000,Dammam,111000.0,False
Kia,Cerato,2016,Saudi,Black,Standard,1.6,Gas,Automatic,114000,Dammam,34000.0,False
GMC,Yukon,2014,Saudi,Black,Full,5.3,Gas,Automatic,242000,Dammam,73000.0,False
GMC,Sierra,2017,Saudi,Silver,Full,5.3,Gas,Automatic,174000,Dammam,99000.0,False
Chevrolet,Malibu,2013,Saudi,White,Full,3.0,Gas,Automatic,231,Riyadh,30000.0,True
Lincoln,MKX,2016,Other,White,Full,3.7,Gas,Automatic,99000,Dammam,99000.0,False
Lexus,ES,2017,Other,White,Full,3.0,Gas,Automatic,69000,Dammam,142000.0,False
Dodge,Challenger,2016,Other,Silver,Full,3.6,Gas,Automatic,160000,Dammam,89000.0,False
Mercedes,E,2017,Other,Grey,Full,2.0,Gas,Automatic,66000,Dammam,162000.0,False
Dodge,Charger,2016,Other,Red,Full,3.6,Gas,Automatic,100000,Dammam,99000.0,False
Mercedes,C,2017,Other,White,Full,2.0,Gas,Automatic,50000,Dammam,175000.0,False
Lexus,ES,2019,Other,Grey,Full,3.5,Gas,Automatic,68000,Dammam,179000.0,False
Chevrolet,Malibu,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,176000,Dammam,49000.0,False
Nissan,Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,130000,Dammam,25000.0,False
GMC,Yukon,2016,Other,White,Full,5.3,Gas,Automatic,213000,Dammam,146000.0,False
Hyundai,Creta,2019,Saudi,Blue,Standard,1.6,Gas,Automatic,24516,Riyadh,56500.0,False
Ford,Taurus,2013,Saudi,Silver,Standard,3.5,Gas,Automatic,87108,Riyadh,56500.0,False
Toyota,Corolla,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,67839,Jeddah,56500.0,False
Toyota,Camry,2015,Saudi,Black,Standard,2.5,Gas,Automatic,130020,Riyadh,56500.0,False
Ford,Taurus,2016,Other,White,Semi Full,3.5,Gas,Automatic,114000,Dammam,75000.0,False
Ford,Mustang,2016,Other,Red,Full,3.7,Gas,Automatic,103000,Dammam,94000.0,False
Ford,Taurus,2018,Other,White,Semi Full,3.5,Gas,Automatic,75000,Dammam,96000.0,False
Mercedes,GLC,2017,Other,White,Full,2.0,Gas,Automatic,92000,Dammam,173000.0,False
Hyundai,Senta fe,2015,Gulf Arabic,Grey,Semi Full,1.6,Gas,Automatic,158000,Dammam,54000.0,False
Hyundai,Accent,2017,Saudi,Silver,Standard,1.4,Gas,Automatic,181000,Dammam,29000.0,False
Chevrolet,Suburban,2016,Other,Bronze,Full,5.3,Gas,Automatic,192000,Dammam,143000.0,False
Chevrolet,Suburban,2017,Other,Bronze,Full,5.3,Gas,Automatic,133000,Dammam,159000.0,False
Ford,Taurus,2019,Other,Red,Semi Full,3.5,Gas,Automatic,108000,Dammam,97000.0,False
Chevrolet,Impala,2015,Other,Silver,Full,3.6,Gas,Automatic,106000,Dammam,79000.0,False
Mazda,3,2017,Gulf Arabic,Grey,Full,1.6,Gas,Automatic,92000,Dammam,59000.0,False
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,125000,Dammam,66000.0,False
Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,79000,Dammam,139000.0,False
Kia,Carnival,2016,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,85000,Dammam,62000.0,False
Isuzu,D-MAX,2020,Saudi,White,Full,3.0,Diesel,Automatic,2700,Aseer,122750.0,True
Ford,Mustang,2016,Other,Red,Full,2.3,Gas,Automatic,84000,Dammam,97000.0,False
Toyota,Land Cruiser,2013,Saudi,White,Full,4.6,Gas,Automatic,101000,Aseer,150000.0,False
Kia,Cerato,2014,Saudi,White,Standard,1.6,Gas,Automatic,155000,Riyadh,21000.0,False
Lincoln,Navigator,2015,Gulf Arabic,Black,Full,3.7,Gas,Automatic,80000,Dammam,110000.0,False
Lincoln,Navigator,2016,Saudi,Brown,Full,3.7,Gas,Automatic,79000,Dammam,115000.0,False
Toyota,Corolla,2019,Saudi,Silver,Standard,1.6,Gas,Automatic,52443,Riyadh,56500.0,False
Hyundai,Azera,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,98530,Riyadh,56500.0,False
Hyundai,Senta fe,2014,Saudi,Black,Full,3.3,Gas,Automatic,201421,Riyadh,57500.0,False
Toyota,Corolla,2020,Saudi,White,Standard,1.6,Gas,Automatic,109885,Jeddah,57000.0,False
Land Rover,Range Rover,2016,Saudi,Red,Full,5.0,Gas,Automatic,35500,Riyadh,247500.0,True
Toyota,Land Cruiser,2019,Saudi,White,Full,3.2,Gas,Automatic,43000,Riyadh,236000.0,False
Geely,EC7,2014,Saudi,Brown,Full,1.4,Gas,Manual,190000,Riyadh,13000.0,True
MG,ZS,2020,Saudi,Red,Full,1.5,Gas,Automatic,33000,Riyadh,55000.0,False
Toyota,Fortuner,2018,Saudi,Other,Semi Full,2.7,Gas,Automatic,30000,Tabouk,105000.0,True
Mitsubishi,Pajero,2016,Saudi,White,Full,3.5,Gas,Automatic,132000,Riyadh,56000.0,False
Ford,Expedition,2012,Saudi,White,Full,5.4,Gas,Automatic,289000,Al-Ahsa,57000.0,False
Kia,Carnival,2018,Saudi,White,Standard,3.3,Gas,Automatic,100000,Al-Ahsa,69000.0,False
Hyundai,Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,65000,Al-Ahsa,64000.0,False
Hyundai,Elantra,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,86000,Al-Ahsa,49000.0,False
Toyota,Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,145000,Al-Ahsa,67000.0,False
Mazda,6,2018,Saudi,Brown,Standard,2.5,Gas,Automatic,188000,Al-Ahsa,59000.0,False
GMC,Sierra,2011,Saudi,White,Standard,5.3,Gas,Automatic,272000,Al-Ahsa,41000.0,False
MINI,Copper,2016,Gulf Arabic,Other,Semi Full,2.0,Gas,Automatic,107000,Al-Ahsa,59000.0,False
Ford,Expedition,2016,Saudi,Grey,Standard,5.4,Gas,Automatic,172000,Al-Ahsa,76000.0,False
Lexus,ES,2016,Gulf Arabic,Navy,Semi Full,3.5,Gas,Automatic,200000,Hafar Al-Batin,80000.0,False
Mazda,6,2020,Saudi,Grey,Standard,2.5,Gas,Automatic,36000,Riyadh,88000.0,True
Mercedes,C,2016,Other,Silver,Full,2.0,Gas,Automatic,92000,Jeddah,120000.0,False
Nissan,Pathfinder,2014,Saudi,White,Semi Full,3.5,Gas,Automatic,198000,Dammam,50000.0,False
Toyota,Corolla,2013,Saudi,White,Semi Full,1.6,Gas,Automatic,296,Jazan,30000.0,False
Hyundai,Sonata,2019,Saudi,White,Standard,2.4,Gas,Automatic,94000,Riyadh,58000.0,False
Hyundai,Sonata,2019,Saudi,Silver,Standard,2.4,Gas,Automatic,129413,Riyadh,57500.0,False
Mitsubishi,Pajero,2016,Saudi,White,Full,3.5,Gas,Automatic,161353,Riyadh,57500.0,False
Hyundai,Elantra,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,20939,Riyadh,57500.0,False
Toyota,Camry,2012,Saudi,Silver,Standard,2.5,Gas,Automatic,211869,Al-Ahsa,35750.0,True
Toyota,Camry,2016,Unknown,White,Standard,2.5,Gas,Automatic,254000,Riyadh,58000.0,True
Ford,Expedition,2013,Saudi,Navy,Semi Full,5.4,Gas,Automatic,94000,Dammam,60000.0,False
Toyota,Camry,2016,Saudi,White,Full,4.0,Gas,Automatic,260000,Riyadh,53000.0,False
Ford,Expedition,2015,Unknown,Black,Semi Full,5.4,Gas,Automatic,125000,Jeddah,75000.0,False
Chrysler,C300,2013,Saudi,Silver,Full,5.7,Gas,Automatic,241000,Riyadh,41000.0,False
Nissan,Sunny,2014,Other,Black,Standard,1.5,Gas,Automatic,156,Riyadh,20000.0,True
Chevrolet,Tahoe,2014,Saudi,Golden,Semi Full,5.3,Gas,Automatic,157000,Al-Jouf,68500.0,False
GMC,Yukon,2012,Saudi,Other,Standard,5.3,Gas,Automatic,65000,Makkah,80000.0,False
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,211000,Makkah,66000.0,False
Toyota,FJ,2013,Saudi,Bronze,Standard,4.0,Gas,Automatic,260000,Riyadh,78000.0,True
Dodge,Charger,2020,Saudi,Black,Semi Full,3.6,Gas,Automatic,21000,Riyadh,120000.0,False
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,122000,Najran,65000.0,False
BMW,X,2015,Gulf Arabic,White,Full,1.6,Gas,Automatic,72000,Riyadh,170000.0,False
Toyota,Land Cruiser Pickup,2015,Saudi,Brown,Semi Full,4.0,Gas,Manual,96000,Tabouk,95000.0,False
Toyota,FJ,2015,Gulf Arabic,White,Full,4.0,Gas,Automatic,300000,Tabouk,89500.0,True
Lexus,LX,2017,Saudi,Bronze,Full,5.7,Gas,Automatic,51000,Dammam,340000.0,False
Hyundai,Elantra,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,24348,Riyadh,57500.0,False
Hyundai,Elantra,2020,Saudi,White,Standard,1.6,Gas,Automatic,16925,Riyadh,57500.0,False
Ford,Taurus,2013,Saudi,Silver,Standard,3.5,Gas,Automatic,53393,Riyadh,57500.0,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,31595,Riyadh,58000.0,False
BMW,X,2012,Other,Grey,Full,3.0,Gas,Automatic,294000,Jeddah,45000.0,False
Audi,S5,2018,Saudi,White,Full,3.0,Gas,Automatic,79800,Dammam,160000.0,False
Toyota,Camry,2014,Saudi,Black,Standard,2.5,Gas,Automatic,295,Jeddah,41750.0,True
Ford,F150,2012,Saudi,Black,Standard,3.6,Gas,Automatic,235000,Al-Medina,55000.0,False
Audi,A6,2016,Saudi,Other,Full,3.0,Gas,Automatic,77000,Jeddah,90000.0,False
Mercedes,S,2014,Other,Grey,Full,4.0,Gas,Automatic,29000,Dammam,260000.0,False
Mercedes,S,2015,Gulf Arabic,White,Full,3.0,Gas,Automatic,96500,Dammam,220000.0,False
Mercedes,GLC,2019,Saudi,Grey,Full,2.0,Gas,Automatic,56000,Dammam,223000.0,False
Land Rover,Range Rover,2014,Saudi,White,Full,5.0,Gas,Automatic,97500,Jeddah,195000.0,False
GMC,Yukon,2015,Saudi,White,Full,5.8,Gas,Automatic,200000,Khobar,126500.0,True
Toyota,Yaris,2017,Saudi,White,Standard,1.3,Gas,Automatic,100000,Makkah,27000.0,False
Dodge,Charger,2019,Saudi,Grey,Full,3.6,Gas,Automatic,78000,Khobar,124000.0,False
Lexus,LX,2014,Saudi,White,Full,5.7,Gas,Automatic,342,Abha,150000.0,False
Chevrolet,Caprice,2013,Saudi,Blue,Full,5.5,Gas,Automatic,184000,Riyadh,36000.0,False
Jeep,Grand Cherokee,2020,Saudi,White,Full,3.6,Gas,Automatic,27150,Aseer,165000.0,False
Nissan,Sentra,2017,Saudi,Grey,Semi Full,1.6,Gas,Automatic,55005,Jeddah,53533.0,False
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,106336,Riyadh,58500.0,False
Geely,X7,2019,Saudi,Red,Full,2.4,Gas,Automatic,27817,Riyadh,58500.0,False
Geely,GS,2020,Saudi,Golden,Semi Full,1.8,Gas,Automatic,8400,Riyadh,58500.0,False
Hyundai,H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,79237,Riyadh,58500.0,False
Chevrolet,Suburban,2011,Saudi,White,Full,5.3,Gas,Automatic,282000,Riyadh,60000.0,False
Ford,Taurus,2013,Saudi,Silver,Standard,1.6,Gas,Automatic,251,Riyadh,35000.0,False
Hyundai,Senta fe,2016,Other,Silver,Semi Full,2.0,Diesel,Automatic,105000,Riyadh,76000.0,False
Hyundai,Elantra,2016,Saudi,White,Semi Full,1.6,Gas,Automatic,110000,Qassim,42000.0,True
Toyota,Camry,2015,Saudi,White,Full,2.5,Gas,Automatic,112506,Makkah,48000.0,True
Mazda,3,2015,Other,Brown,Standard,1.6,Gas,Automatic,225749,Riyadh,27500.0,True
Toyota,Rush,2021,Saudi,Red,Semi Full,1.5,Gas,Automatic,9000,Khobar,59500.0,False
Mazda,6,2021,Saudi,Silver,Full,2.5,Gas,Automatic,14500,Jeddah,106000.0,False
Mazda,2,2011,Saudi,Silver,Standard,1.5,Gas,Automatic,37000,Riyadh,14000.0,False
Hyundai,Veloster,2013,Saudi,Orange,Full,2.0,Gas,Automatic,248000,Riyadh,25000.0,False
Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Manual,3400,Al-Ahsa,58000.0,False
Toyota,Camry,2018,Saudi,Red,Full,3.5,Gas,Automatic,24000,Riyadh,106000.0,False
Daihatsu,Delta,2014,Saudi,White,Full,3.7,Gas,Manual,100,Aseer,35000.0,False
Hyundai,Creta,2020,Saudi,White,Standard,1.6,Gas,Automatic,16576,Riyadh,59500.0,False
Chevrolet,Impala,2018,Saudi,Silver,Standard,3.6,Gas,Automatic,110519,Riyadh,58500.0,False
Hyundai,Creta,2020,Saudi,White,Standard,1.6,Gas,Automatic,13736,Riyadh,60000.0,False
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,28449,Riyadh,59500.0,False
Toyota,Fortuner,2021,Saudi,White,Standard,2.7,Gas,Automatic,11000,Aseer,100000.0,False
Toyota,Land Cruiser,2021,Saudi,White,Semi Full,4.5,Diesel,Automatic,20000,Riyadh,265000.0,False
Dodge,Durango,2013,Saudi,Grey,Full,5.7,Gas,Automatic,213000,Riyadh,40000.0,False
Mazda,6,2017,Saudi,Blue,Semi Full,2.0,Gas,Automatic,207,Makkah,55000.0,True
Toyota,Fortuner,2013,Saudi,Silver,Semi Full,4.1,Gas,Automatic,285000,Aseer,55000.0,False
Lexus,IS,2016,Other,Silver,Full,3.5,Gas,Automatic,132000,Dammam,90000.0,False
Ford,Taurus,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,89500,Jeddah,76000.0,False
Ford,Expedition,2014,Saudi,Other,Standard,5.4,Gas,Automatic,143000,Riyadh,60000.0,False
Honda,Odyssey,2015,Saudi,Silver,Semi Full,2.5,Gas,Automatic,296000,Jeddah,43000.0,False
Kia,Cerato,2017,Saudi,Grey,Standard,1.6,Gas,Automatic,20000,Riyadh,41000.0,False
Ford,Mustang,2015,Gulf Arabic,Silver,Full,6.0,Gas,Automatic,121000,Riyadh,85000.0,False
Mercedes,A,2021,Saudi,Bronze,Semi Full,4.0,Gas,Automatic,250,Jeddah,179000.0,False
Land Rover,Range Rover,2017,Saudi,Silver,Full,5.0,Gas,Automatic,75000,Khobar,262500.0,True
Land Rover,Range Rover,2014,Saudi,Grey,Full,2.0,Gas,Automatic,173000,Riyadh,212500.0,True
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,109862,Riyadh,59500.0,False
Hyundai,Elantra,2020,Saudi,White,Standard,1.6,Gas,Automatic,9495,Riyadh,59500.0,False
Hyundai,Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Automatic,70676,Riyadh,59500.0,False
Changan,CS35 Plus,2020,Saudi,Silver,Full,1.4,Gas,Automatic,67095,Riyadh,60000.0,False
MG,3,2013,Saudi,White,Standard,1.3,Gas,Manual,41000,Riyadh,15000.0,False
Toyota,Hilux,2013,Saudi,White,Semi Full,2.7,Gas,Manual,290,Tabouk,55000.0,False
Toyota,Land Cruiser,2020,Saudi,White,Full,4.6,Gas,Automatic,17000,Riyadh,250000.0,True
BMW,X,2019,Gulf Arabic,Black,Full,3.0,Gas,Automatic,14000,Riyadh,220000.0,False
Changan,CS95,2020,Saudi,White,Full,2.0,Gas,Automatic,70000,Makkah,88000.0,True
GMC,Sierra,2015,Other,Grey,Full,5.3,Gas,Automatic,212000,Abha,77000.0,True
Ford,F150,2016,Saudi,White,Semi Full,5.0,Gas,Automatic,138,Riyadh,90000.0,False
Hyundai,Elantra,2017,Saudi,Other,Standard,1.6,Gas,Automatic,99000,Riyadh,38500.0,False
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,161000,Dammam,58500.0,True
Toyota,Avalon,2021,Saudi,Silver,Full,3.5,Gas,Automatic,1800,Jeddah,182000.0,False
Nissan,KICKS,2020,Saudi,White,Standard,1.6,Gas,Automatic,17000,Riyadh,52000.0,False
Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,216000,Dammam,58000.0,False
INFINITI,Q,2020,Saudi,Brown,Full,3.7,Gas,Automatic,2000,Jeddah,155000.0,False
Toyota,Innova,2015,Saudi,Grey,Standard,2.7,Gas,Automatic,122000,Al-Medina,43000.0,False
Changan,CS85,2021,Saudi,Red,Full,2.0,Gas,Automatic,2500,Jeddah,98000.0,False
Lincoln,MKX,2017,Saudi,Grey,Semi Full,3.5,Gas,Automatic,75000,Al-Ahsa,125000.0,False
